NUDOSS,NULIGN,SOCDOS,PGPDOS,CODLAN,CODCON,ANNEES,IDZYES,DATDEB,DATFIN,DEBACQ,FINACQ,ACQUIA,REPPRE,REPECR,REPSUI,PAYESS,DRTPRI,RESTAN,AJUST1,MOTIF1,AJUST2,MOTIF2,AJUST3,MOTIF3,AJUST4,MOTIF4,DTUPD1,MOTIR1,AMREP1,CPTCR1,DTUPD2,MOTIR2,AMREP2,CPTCR2,DTUPD3,MOTIR3,AMREP3,CPTCR3,AMREPT,POSBUL,IDGPRG,SOCCLE,MATRIC,NUDOSP,IDSITU,PERPAI,USAGEP,NUMTRT,NUMBUL,TIMEST,HHPRIS,JJREEL,HHREEL,HHREST,HHACQU,JJRELI,HHRELI,JFRACT,HFRACT,MODELR,REPELR,LIBELL
805,805,EwDKPmIj80eV3ihzKS,805,kqHMNSHUXIkVgjxL7R,1wvLELSDE7SNf5clXI,10/20/2021,805,7/1/2022,2/16/2022,11/2/2021,6/3/2022,805,805,805,805,805,805,805,805,"",805,pMiep9jGIWXnPpQ9U0,805,qgZgI1GeTK6aPtkKst,805,f1zPQfbKnKuxNHij1Q,8/21/2021,rLwbDmuI0dkT8Gx6ur,805,gUTF0B16E7KAhVlzHr,5/7/2022,fo6KtW1PFhoHzMZubA,805,kNxs6XI2SeEXwml0dY,8/28/2021,P8WdbseLG3FDd3jcso,805,y0K0HsRoGQJOR5MJ4W,805,"",805,"","",805,35aY73u7K2F0dZfPTg,r28gQdGnJM0Y6MFLyK,hz3nroCkTt8mcV8ulH,Hny8anFKFMT9Fv6kjV,7uQridEYgWUu3nzL0L,8/6/2021,805,805,805,805,805,805,805,805,805,"","",""
806,806,9YUxVPzt806epqniWd,806,mfwuUKh7wWZCCDMjzu,Uh1wIj3liJrMduKJi8,9/10/2021,806,9/12/2021,5/20/2022,8/4/2021,7/24/2021,806,806,806,806,806,806,806,806,"",806,kvD6HiKDDYotvhcH9g,806,FXndl5jPhcicfggNm8,806,8N3B3SBIlDYCRG8Aot,7/30/2021,0SBIh25jm8tooQR0wY,806,6ngDM0QNW6cWAmsP0y,7/22/2021,NhFYCi6zCiovLordsI,806,mSPPdiP2kb6bVpQPKO,8/13/2021,KiJ9UNKpz8HDu75ZQf,806,kE6VXynFKZUi5uF9S7,806,"",806,"","",806,7Mjlr6xZY11k6skiHp,Yy06a2aw2L3fQ4NJMV,gGXlCpETGABoOGJh4V,dV66nq9H7tfKtC5OT9,eZoHH2l9rr70IaaaY2,5/17/2022,806,806,806,806,806,806,806,806,806,"","",""
807,807,10ipMwMeu9onAdODw9,807,NhzOkmOGulAAAu2oGY,N0DcS4ARRXtOoess1W,8/21/2021,807,6/20/2022,11/29/2021,4/30/2022,7/13/2021,807,807,807,807,807,807,807,807,"",807,VovQ2NbRmeedPm9wiK,807,Vteglnh0OI0IaQi7mw,807,dSaIMJsi8AubzTD4mM,3/7/2022,1dhGOsaXxUyVZpkOEW,807,QtHF1jaNR6WSYzvFxY,2/22/2022,75qaEx3KFKTR03KMHn,807,jBAB4TJifeFrUnuBhF,3/16/2022,y3tSWo1nW1mNZMV1Xz,807,rmFjMXoACLpv7OvJLX,807,"",807,"","",807,Dv3fYrYffwRoMO3ZNc,LPf0GZTeph7kH3Ttc9,GOkUTb8MseHxDXQyHI,qWa19hJ6RfppsFcuax,hxsMdZ2wkOSPlBhkcv,8/12/2021,807,807,807,807,807,807,807,807,807,"","",""
808,808,SSqgYyCSQ0WF6fIoIo,808,AynK13TVlLCE4GTAWP,eG1u9Mb3zJcg7FR1Fm,10/12/2021,808,5/24/2022,4/14/2022,10/16/2021,1/10/2022,808,808,808,808,808,808,808,808,"",808,6GrEJv4DrFhqrVsa8J,808,3rCuJl9VnVlG5OP9ho,808,Uw10F0xHH4ZWtJU96x,9/19/2021,I3R0ZJbGBUs4SlbQ5u,808,tdNaG42A7KhBChDgrH,4/20/2022,zY35hsWUfMlro4gmzF,808,sV0ZsLbjF4jQc9FQ7F,8/27/2021,Pl9XHIpORZRQIB85yg,808,DcRplD63CcxXLOySkB,808,"",808,"","",808,ICsotBrPACOMS1BJNF,U4kq9461acDH72hD8d,mzO4OXYuj7yn2rFPWW,iR5X4iUDqvRZn4TfHS,M6NZaQIFJFblTj5nik,12/3/2021,808,808,808,808,808,808,808,808,808,"","",""
809,809,4GyCMWokEi3pBWfgI6,809,qwHGO7sAEq8rExIs6K,T507HL7d9zbNK0yM9D,11/9/2021,809,8/4/2021,4/9/2022,1/28/2022,8/1/2021,809,809,809,809,809,809,809,809,"",809,rWHKfe2LSAJl0BK3TV,809,JFblrz0IfuLXEs88M7,809,FFwaeObZMbJsMGTgHQ,6/8/2022,owtxnUBYZOwYwO8yqD,809,ptsGTG7HNAPRZkdavH,2/12/2022,fLTnv30rJQ00t64FpE,809,Welpm8Exon7NDzcWLe,2/15/2022,bCAnraBpbKSNCM4EnJ,809,bm8vQlzsJ51kB1PSbm,809,"",809,"","",809,JebotAchFm4rRdlmFW,GxBaRRQkhqeaAJLGhF,3Nf8dQc65LaCyUaFCO,qyv8cciRw3Srlt8BWc,wfN0EK4w4U0yQQmjCS,2/13/2022,809,809,809,809,809,809,809,809,809,"","",""
810,810,bwej3rwRoZuxtyEb7Q,810,3gh8DPHshJ6qijTyNX,TJHcdKpcPVhzQGlUPO,10/27/2021,810,7/8/2022,3/6/2022,1/5/2022,10/3/2021,810,810,810,810,810,810,810,810,"",810,hs5KyNr6opiJY52vxu,810,DyVge7DNxoFxvVCu6X,810,CFwsfMn0YKr31zZdqy,5/20/2022,JyM6dunS32pCdP4wAa,810,sCqhI8uu1gZSuyfQ7X,7/19/2021,5DQNlZj5xuSIpWWVWv,810,TcVFKr6KVmxtH5DgoE,10/25/2021,IYot8cptwvF1AnadNq,810,w3tjfqr20AeyIH6pEp,810,"",810,"","",810,4i4NpKNroSDtERoyFq,UE3TFPk66HeT9J3743,IiKQJ27W0ddSI2VezD,9H5KWrJ9vWA4Ws1ICK,QTKH57uFFZdUvepLxy,10/17/2021,810,810,810,810,810,810,810,810,810,"","",""
811,811,ZUKYCC7snuNgG7klgG,811,if27KGtR36AyZnyejX,CWDLPe1NzFvVQ7Qbbz,6/8/2022,811,8/24/2021,11/5/2021,8/24/2021,8/3/2021,811,811,811,811,811,811,811,811,"",811,268rB4xx9fYd5u50LJ,811,Qx78lPelZxLugE2AA0,811,U26j7dctPSconLTub4,10/19/2021,1usu1SOWdNBo5xsGiJ,811,ibjEeybRYbeiLUucGQ,5/22/2022,n7NS1YmUYynM3iaJxZ,811,Bf6nQtmXQ8akvSDzeX,12/17/2021,PxDdcS3oX2EZ8Z7JFz,811,LVBmnDEiosz35lzgdF,811,"",811,"","",811,M17s3pC524De20x5wY,us2BSFvNqY0LKp50Wg,ndvSJdiT00x7EMtNOo,bTeqoaY5bHwoFtc8yh,9Z9aD36s1dy1P4cYmX,5/17/2022,811,811,811,811,811,811,811,811,811,"","",""
812,812,Hkzgc6aj1OIiBPWVR6,812,T0lRUpxpo7i8gMVsyX,8pKSBBZEICkBkK8fP1,11/23/2021,812,5/8/2022,5/12/2022,4/2/2022,6/7/2022,812,812,812,812,812,812,812,812,"",812,7AFEhKmu5WhGZC5cDX,812,VctHV06wPvIAxaAStl,812,RLKUBFy2nmDRdqBSCP,5/25/2022,FaGnCpSAKe4bRUS6PY,812,PW34v7cnPbVNPWCn1X,11/18/2021,3WjaSlhygtga0pXfvz,812,Zv4zWnOsvr0j7jxDfe,12/28/2021,epuuBTJYVyWzNuItNJ,812,vIHHZUd2GCQP6UrNlz,812,"",812,"","",812,ZwAsKsGmrGBlvkhS4n,SueWDc77QCXW92dNUd,1rGfq10vJI4PSeqCpy,vrjUD3wYpvSWMc5YgO,yspExfPqIjcFWVbFNa,8/14/2021,812,812,812,812,812,812,812,812,812,"","",""
813,813,Iu8g4fv4wDUd1hEMux,813,jMbWDFMTaT87Z2CBX5,ICLEY4uAsbZs200Tvl,8/5/2021,813,11/11/2021,4/7/2022,1/16/2022,10/30/2021,813,813,813,813,813,813,813,813,"",813,V4G0SFqV804SlTQHHv,813,YZlUKPKJayNryZ3keW,813,OaGMg2wrgA4d7J2xi7,5/21/2022,fWsKRY11H8j6QuTPdG,813,FckIGl8CebjthCDTqd,11/16/2021,gV2SvftoKu095Ry5ep,813,Ydd8R2RcBSJYKITLRh,1/14/2022,iWDeDA209SKcx6VNpQ,813,4i8VQ52dnA4n3vwlaA,813,"",813,"","",813,1gwNPEmcj26ZnkLTXs,6xMxQBvmWkfZwDaebD,ZponmH0BKLbEc4MtcA,YK4P9r3x4fuHUPRQZB,WmvqvmQUUqWxA7dWOr,6/11/2022,813,813,813,813,813,813,813,813,813,"","",""
814,814,djd4YBUvUdI64oYFYs,814,bN7Kord3IjmUxrB3gC,NPMzY2Xmm5rFLzSkQ4,6/11/2022,814,11/28/2021,12/22/2021,6/25/2022,1/2/2022,814,814,814,814,814,814,814,814,"",814,LKaOGLhPgSdkiilzwz,814,eeow1zv7VTFqtkBBxP,814,zkZvLnMFD4N8bqEG4v,2/12/2022,SaWUEblDIcjawfNs94,814,zGMnjFvWLIlJBzpweF,10/14/2021,CRZQfznJfVqvVOXhak,814,olDJBWpAyo6ZoMaaFw,10/30/2021,H6CNqf67CUsPwAfe1H,814,awOOcA6BtGe4XGRNGv,814,"",814,"","",814,lXJIYLXcZng6hMrC6S,hgaeCjrFVBP83djJT6,3gB9KuKQc13WOemfy8,2YlkVupBAxUrLS7cf1,e5tvt7nbKIEmh4bimi,7/7/2022,814,814,814,814,814,814,814,814,814,"","",""
815,815,skBlQ8eg4L08RKkDIi,815,0GGfwAJTAvV5OUAykb,ne5MJh4MdYtWOWUobq,7/23/2021,815,11/27/2021,9/21/2021,9/5/2021,12/6/2021,815,815,815,815,815,815,815,815,"",815,jC09hdgeEtUR8UZjEt,815,19Faegbr8oe7fuFbyu,815,RA1jhrrn2PCktpITJs,11/13/2021,rUuorZN15Nd0zRIqnT,815,6KofQ8WBh4Aoh8AHJe,4/3/2022,CWvhFlTmXUBBDvPHrU,815,OQr9dEvHBnytyKOnYY,9/7/2021,JC8fqJFK8Kh5d32Lqf,815,BHl0rQXhcYtQfMycrP,815,"",815,"","",815,Z06cvjbqD06atn9ziP,XZYVyrmaW25SoNjTPf,1uB23trXQ4bM8ndeRF,9dmPgqZjAKptTlU4gM,mmPPQoY10cNsObMM6K,4/19/2022,815,815,815,815,815,815,815,815,815,"","",""
816,816,gizoYlKaDhmsdIgkne,816,fjGe2vYUWXL1PQCcFn,SWy2pM76yjiYqX5iei,5/1/2022,816,2/15/2022,7/19/2021,8/3/2021,12/13/2021,816,816,816,816,816,816,816,816,"",816,OMxXALOqnYw7U9b9kU,816,rtcfEZiBGbQyv4sv50,816,MSceqeUGXwvJuuKGEm,3/17/2022,pnJZq0UOW7uHJ3fXt9,816,TTENpLFfceVaRDfgOb,2/28/2022,KwCGlAYJuRPAk2IMmU,816,E5syQwlBHnpxJVjNj9,3/30/2022,7otB7SCGWvaLC1VzHB,816,CKhOmAvML8n0ifrgZP,816,"",816,"","",816,yxJYQKkVNTIPSecDMW,mmQouCP5IQ5IxyySzY,3CCEGZxrxMgr9FRxKd,3JHONGzGTtPe2eloqu,0BbUOgLa0o8LW2Oy8w,11/11/2021,816,816,816,816,816,816,816,816,816,"","",""
817,817,gATOIM00IGx80yHIRM,817,fT6EUq2cNUTkqli44Q,riyXY2iVE6BQtqRjNq,9/13/2021,817,12/23/2021,10/7/2021,10/13/2021,1/6/2022,817,817,817,817,817,817,817,817,"",817,C5K3mKSNUkPVXLWf5o,817,Y8WiKJNp8OVULCblnF,817,NSbbwxybqSBr3flXHR,11/24/2021,q7aJ6AV3XZUcLMbPbH,817,fiNRveU1Vrmph863lt,3/27/2022,PQW4y1fuqSjhDYUBYO,817,23TJg7swJlrOOQBdU1,6/15/2022,xiaI4WUHZwHc0OKTn2,817,qp89YeugSS6ClIClg1,817,"",817,"","",817,R9qFeP9Qdg97N2WbBU,GatMNgg10upcUxT0ub,Gm44vWyKQZHokOwvrd,z3sIR75C0vn1jdsn6b,XhkE7yyDrtg0T4mPCP,10/10/2021,817,817,817,817,817,817,817,817,817,"","",""
818,818,BYvIxuQiKXfLaB3NMV,818,fAtH1G0uAYl6vUbnBr,kRkCbzU6lPaNSygb0i,1/7/2022,818,4/8/2022,10/16/2021,1/14/2022,11/25/2021,818,818,818,818,818,818,818,818,"",818,M5E2QHNBuZsanp00xt,818,MDK78a0cIrfUPxLR17,818,ixDnJnZTq3ZqvndVBT,4/29/2022,wiV87NTVjN4jigaKA0,818,NK6O9Xdrwri9Fr6HRh,1/4/2022,zSJEWPagYswaPkSDYI,818,gw3sP4i2WLILNvcExs,8/28/2021,TaVgPN3PdtQQlGoDxx,818,BevPawgHtBWmNlJESA,818,"",818,"","",818,pX0ovQNkPOhwqtU7JI,PYNvs5dmRff860PJZX,zLE7Bw1NlHre9BqAg2,JwasY5c42YrYhhhtQy,ERD17VrbSDk1aFIb0d,8/28/2021,818,818,818,818,818,818,818,818,818,"","",""
819,819,JPAGkhhBSsM7YoLLmt,819,tOKoRZFGSqugRFgL4K,5niaRCHsfHAK2K10sc,6/16/2022,819,4/13/2022,4/21/2022,3/4/2022,6/8/2022,819,819,819,819,819,819,819,819,"",819,OrK4PoVqFQIZCWdS4t,819,gBnk6PuNb2fduywFCi,819,9Zi6pY29Ba7PHqhb41,6/13/2022,u8ezdOy2UdUkZQFtqS,819,Quu4PGa6ZtrMWJ1bEZ,12/11/2021,3eQf2rcIsDLheWfDgc,819,qyy954SzneaPnspUce,2/2/2022,wBhp9lo45HnzU340d3,819,U4YLVr2yIN6bag6PRY,819,"",819,"","",819,gtfmx6RjvltOONfUx7,RjOPBIuOBG1nvY6oGj,YQV24vGwTIc6mRyh2z,aQetkNchynwhYBt3Lz,E8xxaaPbj5MRDzSu5U,10/23/2021,819,819,819,819,819,819,819,819,819,"","",""
820,820,WfUMDgkl2JLTnmeGRa,820,cgp5CaPOSCDdFwd716,zGTthi7DZm6uNVXa8I,4/21/2022,820,9/7/2021,4/29/2022,12/21/2021,12/27/2021,820,820,820,820,820,820,820,820,"",820,ciGQmxqCapSmsMqQo3,820,HzFzanPZrKwh8EAJtz,820,1NTBCryvHBWSn1HkFr,1/26/2022,q65eDcTX5BCGt14xA0,820,SravkV9tXhNeL9C52B,4/8/2022,yS3bFwcUiBxniMXzkc,820,plOsQR3yb6Zp87JtBn,12/18/2021,rA5sFc9G5hDfvK30xz,820,36hAyeNmkGH8dL0cT4,820,"",820,"","",820,kpQ35xtaixkolqXyyY,OP2Fkz0MIxYpshcjch,EHGRmFKxeajCXBoUK3,t7CWIsaEdQhHi5DqCm,qJ98sKVvTt4ppLNUNX,3/14/2022,820,820,820,820,820,820,820,820,820,"","",""
821,821,5wwQ6z3n301hLA2o6g,821,O9oNvUYfTwzYgIAXU9,S5iBhLSysw26J5bp3n,7/25/2021,821,10/19/2021,8/25/2021,10/3/2021,9/12/2021,821,821,821,821,821,821,821,821,"",821,7Nrb50p7QbnD5H3Zfx,821,60XAprMk3xmTksALx7,821,bVcBRR0864JXk6OLqP,6/6/2022,uhZBLeP3c2JfW3jj1f,821,F5ik06kWsNvSi1SIe2,9/21/2021,btTlxoRWKZQDWZNUcA,821,UA0BMfK62SdrXxgggp,10/12/2021,RuklT5W1wSWNMoHTto,821,Sfb9NvS4YnN0GP0wEb,821,"",821,"","",821,ZLYRD4Kbachay4b2dl,nRj2CwoUwtnIy1xxCR,r1b5T4UpoJj16o88vt,Z0LmxUJNv5AyhWXCaK,XICLIHOsL8qgRlmd8x,9/29/2021,821,821,821,821,821,821,821,821,821,"","",""
822,822,h5iIf3DzJUeI7I3KBK,822,XxmUWB6fSyINyy065r,a9u0sqlePMhwdulJpt,12/30/2021,822,11/6/2021,4/17/2022,7/24/2021,2/17/2022,822,822,822,822,822,822,822,822,"",822,DrNwKgTC1GxQzBBftL,822,St2T5vbflxIY4xJmyY,822,KYAylylnDjJQjzrZUF,7/27/2021,We7pYQvWrnxmTaPXYu,822,NeIlpb58D3BmXVpotL,5/9/2022,yuJaBzLHyQQpAOZXUL,822,wHTG5A5HzmRgwtlatq,5/27/2022,ssyZYPPOYKSmiAB8ns,822,mBsN30dPluvAODiRge,822,"",822,"","",822,0Blqh0F4ekMmPMuT9p,86zONO5g2lrP4cjXVf,3GPcahs3RYOV1uxkye,5J7IKKF809YwRAYxhB,ckJo3SLdkRk83GUCzq,12/12/2021,822,822,822,822,822,822,822,822,822,"","",""
823,823,WO9yshP61hoQLzmnPv,823,yJTPIRwLjxkKLukwl9,ZgQ2oTIP2ImqCbGdzM,5/5/2022,823,1/17/2022,10/26/2021,3/28/2022,5/27/2022,823,823,823,823,823,823,823,823,"",823,TgaDMoLFulNUTK612w,823,Hl8jd0OKGnbWv09FEX,823,TKXv6iAGip7UpRYo0h,5/31/2022,KKy6knfUPh7DF2XYBV,823,N9i3eSPutO5OlLXJHk,4/1/2022,1t00RKGRGyXJqib14z,823,EmrddW2vxUKL42UxcD,5/18/2022,5ipNfhn9A0c68mUuWl,823,4HUG1a3UH792iUs39p,823,"",823,"","",823,oGDNLI1s0NXa1jivlK,HHZljt94PRdf9SIxOj,no5X2VxugkAAJNNxGg,nmiP5uKklKNfXVQhCS,FVkQ0KxXDW6v42nPWP,12/15/2021,823,823,823,823,823,823,823,823,823,"","",""
824,824,OJTervyPghSEZlLaTY,824,w2KiNRpa2ybKWaZopS,GAjkzwpqaCPrpyaY5F,3/20/2022,824,1/19/2022,12/24/2021,7/10/2022,1/21/2022,824,824,824,824,824,824,824,824,"",824,5TFtxiDQshlwNo4Vqx,824,GkOejKHOEGc4NcxBdL,824,tBZRHkZ6P34ddA7pVW,11/16/2021,OvBlIMcJb9Qg48RsSM,824,Efea7McjsZ0cbJAYFc,10/14/2021,6NQTsaDZpnIy4o7soY,824,I6KCqampqahASQ0J0W,5/30/2022,9eBLGLOhvnQFScrJHv,824,O9pvpv15jTFu4WXGwI,824,"",824,"","",824,QP3HzRzpKHzlQhxFl2,bgKnGEPFgQURaU8qqW,1CX8ZQu6HMVKT72XjT,3pGuaJpFps07bEnWhK,Da41A8d2agoMlqZqYy,7/10/2022,824,824,824,824,824,824,824,824,824,"","",""
825,825,xfVxQEvNSa8unk2x3Y,825,WffXxd1pgChJEDNSBO,ZtprdXlvuBkFH2MPpQ,8/23/2021,825,11/14/2021,3/14/2022,4/6/2022,8/28/2021,825,825,825,825,825,825,825,825,"",825,TRpyUeUiaVPFGH0e2e,825,U0mxjPlYV7BVHIgAq8,825,8hzNnmsuh6agr0l243,5/3/2022,Iam9EtLnKJIHNMAFv0,825,i46Kvqpgz6YQAWD0eX,5/10/2022,QzCuIkVqn9VzxaJh5C,825,RUiEoICKkNWaBC3Ah6,3/5/2022,mbbsCrd8X88beJFnzM,825,ZT7925G1ySbFihWGD0,825,"",825,"","",825,pjUyRiyEFrI8AR1dIo,riDEDnGydC2QKpauA9,KSwtmqzuPRBenSTopP,xwwZViU6UseGu3SIe4,gvV4KKLyJNwbn9qmnJ,5/6/2022,825,825,825,825,825,825,825,825,825,"","",""
826,826,gV0jUzb0w2hLHw26jt,826,NjRcxLgakPTXTA30HQ,Yo9DyQVbNVH7Opys8V,4/21/2022,826,11/27/2021,6/6/2022,3/14/2022,11/28/2021,826,826,826,826,826,826,826,826,"",826,T1ehV99hPXXz3mXRhO,826,CTYVJsxv1bno67WPq0,826,ZcK4nHhR9xiov1rYie,2/21/2022,LvZrWJ9ZK9DeGjqTVl,826,nBw6TXhRJxiGufb932,8/11/2021,CgbObjfPB7OpOAwwPo,826,FeOHHi1inQvDnbqGvM,11/27/2021,wduazC3Wf72qtf5331,826,uQFKtclMFQziwhlcLh,826,"",826,"","",826,kKTHEWH01NMMC4qkYM,by99bkhl7DSpXKO6YU,lJuJ9m5u1n0DM3XOvP,6pDVJHvX5FybCHvQG4,qPt3bhuHof5j5ptkS8,5/18/2022,826,826,826,826,826,826,826,826,826,"","",""
827,827,HYq2ZtAI6nG5yLY2A7,827,VMn8EqZN5ytrHtRJ8G,veMFpOQNBpJj3ATOUu,2/8/2022,827,1/12/2022,10/12/2021,9/6/2021,9/9/2021,827,827,827,827,827,827,827,827,"",827,yH4wIMJa2lAZ2ZnOxW,827,EaKMaENtv6Q8uRCWhD,827,bSFEIO8BOoKABptExL,12/6/2021,9vHVbgRpcj1DkqqA6a,827,KtU3OPqz9Md5323biF,8/24/2021,ZTGxyY9Qu12m9ux3AT,827,54NLmzNBzJP08ADoP0,5/24/2022,opGc6pBUGnZknGE7LZ,827,2ZTnrobwcl3L2JCSXB,827,"",827,"","",827,tSiQla36YdyCsju3NG,oul9quLCoFUforoZxw,Vjwc1aVsnlwpisAcYy,9lqp3h0DBHgckY5QOp,Lkjyoh2MDStxdAn7Mf,12/25/2021,827,827,827,827,827,827,827,827,827,"","",""
828,828,eBVD92AtnbEfI31PJt,828,rvGAtTMCyANuEpJUi2,QDXPjJnZjTaPgfEami,3/20/2022,828,7/12/2021,5/30/2022,4/22/2022,2/1/2022,828,828,828,828,828,828,828,828,"",828,IobZAoz4MjtNZDPQce,828,oTVP53dLYX7uYZg5ob,828,Pbm7x2d7kIhDIRbQeg,1/19/2022,jNku9BqwiX4Lncz8pU,828,QWHO5D9OT30JzZt7Uk,7/21/2021,ATrWC63Ql4rnVV3phu,828,ti4G9ElRiAB1FqUm1e,5/28/2022,Kyx55tRZ4wPIHfhX7u,828,ggsylhW6F5qTB7ycZH,828,"",828,"","",828,xJYHQn51ZNip2NrRHI,lgjHE1Le1r3JManCtv,FKdSPrjwf5YZP0pHk9,VMttIbosnteoB1V5KX,pluqLYtj7gHE1wPlMn,3/19/2022,828,828,828,828,828,828,828,828,828,"","",""
829,829,69bVJtuAYluYtFMFBf,829,zx8t4ub4a6veY16Diy,q2xdK1S5hgZPGwxR6D,4/11/2022,829,10/24/2021,7/7/2022,1/11/2022,10/2/2021,829,829,829,829,829,829,829,829,"",829,PLIuasT2nWi8hqqFOy,829,wTrZU7zcXd5XNrpoe4,829,Uwciyl0C9qGHseTRD3,4/17/2022,WcTCujDlZOb3FzbbQM,829,SDH2v6DhSGGKf7H1Y4,7/27/2021,HELNvU8y6LA7UyJ7dA,829,d6TSz4LRmfGwXYZ3w2,8/1/2021,OtfVyEsRaJH0pWDcBR,829,Cy2mggHNccWK2nIbUt,829,"",829,"","",829,JvX4nNZ7BHW2vXOHbs,WBFHR1zpytkAcDJzCi,obd1Ufw5f4KtjfOoMy,IEorHGzKWX9PmVlUqF,CvP3O5S44WDk9g6yUs,10/9/2021,829,829,829,829,829,829,829,829,829,"","",""
830,830,zDZ1BRYKmnsL5iEEta,830,0anLYyCzMkGPNL5Jfn,Vg6NpCNhunGoKZwkqO,9/26/2021,830,4/14/2022,4/15/2022,7/18/2021,2/2/2022,830,830,830,830,830,830,830,830,"",830,5jhzNJozW7nMYfbM4X,830,0UDru07JUzvWmpnGVA,830,JxuJ6LdMf3KDOTiDUb,10/7/2021,rSa1P4wvuYRwjvWVwl,830,1gy3OPIPEQANBpDVoB,10/12/2021,Gq7k1QzzrkBDZiUoK9,830,P9gQWHB1ttUX6U6AAb,10/14/2021,hhmDPVOfZVV1H4i6t8,830,tftKSWk0eef5jrcIzD,830,"",830,"","",830,xRlWoIq8U6LYMwzNqV,f8HxgJhFbtN3xHbfWe,WIOMpHOA3Oht0NuO5C,9IXRyCEtS1AwNjE9zA,FRGFzIhTWHZNkAiy2C,10/14/2021,830,830,830,830,830,830,830,830,830,"","",""
831,831,xiLeTRfYMXygRVugcE,831,oGeJO5qVRpL6PKt4DU,E6x9VOEmVIYb9dSi6b,10/4/2021,831,5/25/2022,7/2/2022,12/19/2021,3/7/2022,831,831,831,831,831,831,831,831,"",831,3qyVVgxPMf4HPaFb47,831,tBtBDvTq4MiEoB7t08,831,jvEZMEKztVk8SWkWnB,4/25/2022,lbNFGSXz0yacKbmA46,831,eizrhVAfZJRTB5TpQB,10/26/2021,BgzwhjcGE97iECTbrc,831,d5H6JWrdScUXGZEbsr,10/3/2021,yshMNh8dNukH0NewNM,831,GCCAK819QIDQQworBW,831,"",831,"","",831,spbIl6LXmBBNTQbT35,iSI3o7mo2IfsfuQ1pt,kXuk0lAJg8OgolEakV,OOaalhgNrh32nIatdz,KtCgWbiklqYB9uNCLh,8/27/2021,831,831,831,831,831,831,831,831,831,"","",""
832,832,AZmmkTjPMbx40ZTZVg,832,R9Czhs5lacYMbFI8Bh,O4tDsDrSsdZcXQZ19V,9/26/2021,832,7/14/2021,8/20/2021,7/31/2021,1/1/2022,832,832,832,832,832,832,832,832,"",832,YQ1xxrccosh46O4hdz,832,v13BVOcq27hDwFUiwP,832,ky9pQow0hjKkkO1QMR,1/12/2022,HO1K0bVRx5eYklzhE9,832,9aOBFxlAuc9QuhBRDW,12/22/2021,0ePmjgplGfyDJHOCxp,832,eI7eVxlkNFU85i6ynA,4/24/2022,Ui5w91ZNUbrvpVryM1,832,ki1Sg8cyjLTAHmxJUX,832,"",832,"","",832,7g8ZsXNcMzjI3VpZrq,tzpFtRrby52Q5eI62y,7xr0BqjgtMBbqRKoPA,QaGd4BJRHkKEqPjI3f,ACHPnX07wHJfJtSq5v,11/14/2021,832,832,832,832,832,832,832,832,832,"","",""
833,833,nTcJqLeTB0ZmP5Z07I,833,DySrrWbQe84bkED7WO,suWDMZxziau97k43lY,2/2/2022,833,10/31/2021,12/21/2021,2/16/2022,8/10/2021,833,833,833,833,833,833,833,833,"",833,Ewv48yZfJSGb6f6PRa,833,0sojUGtDaAC3RHnigd,833,C0jZVIrFmoZ7tMVheB,7/3/2022,2tCy6OukG2ANdxqv9H,833,KCqxVHvcJmEpsanjwX,3/27/2022,UcI08CV7TdvGyME6Jl,833,l2z8sFYMsh18EMjR1b,8/29/2021,Ta6KBMtTcSf8bByKrA,833,cyFBzG0ws74ykyour4,833,"",833,"","",833,E1pWfBXnt6kk8R86jX,mrAmfsnJxUjfSA0tCA,g72j2uHkM5MLluoqan,Om34uZSrN7kjJsAy7W,KG4IfHBZctU1qdtRdl,9/5/2021,833,833,833,833,833,833,833,833,833,"","",""
834,834,tGRChMBu3vF7b8W2tb,834,kO5tm59mFaWRwy9kH8,wOgnDleWMFdhWjrVJS,1/20/2022,834,1/8/2022,4/18/2022,2/1/2022,12/25/2021,834,834,834,834,834,834,834,834,"",834,DUSX5bTbzBt3YzN6XT,834,MT7ejuCJP1YytUtT03,834,F54zLfcgHLhYLk1T6K,12/17/2021,4BJ1X3g70eSPS8GiOr,834,eSxWB94NlEE6i9KUQy,11/2/2021,NdLi2PP3WTgisILepa,834,I7oUFEQ4wGbGvV5WRr,6/5/2022,LwouPQJG5K6cgYxpnD,834,DP21VKMVXyztsxTMpr,834,"",834,"","",834,UQesBjau6MSfxpJRT5,D7LymZK1TJksjw74E2,kZD8nJTL2mmknKqH41,88uOE5Vxi6gNtoXCA1,M2DvTxIeTeE6l5cjRR,3/10/2022,834,834,834,834,834,834,834,834,834,"","",""
